Id,LotArea,Neighborhood,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MoSold,YrSold,SaleCondition,SalePrice,SaleType
685,16770,NoRidge,2Story,7,5,1998,1998,Gd,TA,No,Unf,0,Unf,0,1195,1195,1195,644,1839,0,0,2,1,4,TA,7,Attchd,1998.0,Fin,2,486,TA,TA,0,81,0,0,0,0,NA,NA,6,2010,Normal,221000,WD
686,5062,StoneBr,2Story,7,5,1984,1984,Gd,TA,Mn,GLQ,828,LwQ,182,180,1190,1190,900,2090,1,0,2,0,3,Gd,6,Attchd,1984.0,Fin,2,577,TA,TA,219,0,0,0,0,0,NA,NA,9,2007,Normal,207500,WD
687,10207,Somerst,2Story,7,6,2007,2007,Gd,TA,No,Unf,0,Unf,0,874,874,874,887,1761,0,0,3,0,3,Gd,7,Attchd,2007.0,Fin,2,578,TA,TA,144,105,0,0,0,0,NA,NA,8,2007,Partial,227875,New
688,5105,Somerst,2Story,7,5,2004,2004,Gd,TA,No,GLQ,239,Unf,0,312,551,551,551,1102,0,0,2,1,2,Gd,4,Detchd,2004.0,Unf,2,480,TA,TA,0,60,0,0,0,0,NA,NA,3,2007,Normal,148800,WD
689,8089,StoneBr,1Story,8,6,2007,2007,Gd,TA,Av,GLQ,945,Unf,0,474,1419,1419,0,1419,1,0,2,0,2,Gd,7,Attchd,2007.0,RFn,2,567,TA,TA,140,0,0,0,0,0,NA,NA,10,2007,Partial,392000,New
690,7577,NridgHt,1Story,6,5,2005,2006,Gd,TA,Av,ALQ,20,Unf,0,1342,1362,1362,0,1362,0,0,2,0,2,Gd,6,Attchd,2005.0,RFn,2,460,TA,TA,192,28,0,0,0,0,NA,NA,6,2007,Normal,194700,WD
691,4426,CollgCr,1Story,6,5,2004,2004,Gd,TA,Gd,GLQ,697,Unf,0,151,848,848,0,848,1,0,1,0,1,Gd,3,Attchd,2004.0,RFn,2,420,TA,TA,149,0,0,0,0,0,NA,NA,5,2008,Normal,141000,WD
692,21535,NoRidge,2Story,10,6,1994,1995,Ex,TA,Gd,GLQ,1455,Unf,0,989,2444,2444,1872,4316,0,1,3,1,4,Ex,10,Attchd,1994.0,Fin,3,832,TA,TA,382,50,0,0,0,0,NA,NA,1,2007,Normal,755000,WD
693,26178,Timber,2Story,7,5,1989,1990,Gd,TA,Gd,GLQ,965,Unf,0,245,1210,1238,1281,2519,1,0,2,1,4,Gd,9,Attchd,1989.0,RFn,2,628,TA,TA,320,27,0,0,0,0,NA,NA,4,2006,Normal,335000,WD
694,5400,OldTown,1Story,5,6,1921,1968,TA,TA,No,Unf,0,Unf,0,1073,1073,1073,0,1073,0,0,1,0,2,TA,4,Detchd,1968.0,Unf,1,326,TA,TA,0,0,112,0,0,0,NA,NA,12,2006,Abnorml,108480,WD
695,6120,BrkSide,1.5Fin,5,6,1936,1950,TA,TA,No,Unf,0,Unf,0,927,927,1067,472,1539,0,0,1,1,3,TA,5,Detchd,1995.0,Unf,2,576,TA,TA,112,0,0,0,0,0,NA,MnPrv,4,2009,Normal,141500,WD
696,13811,Timber,1Story,6,6,1987,1987,Gd,Gd,No,GLQ,980,LwQ,40,92,1112,1137,0,1137,1,0,2,0,2,Gd,5,Attchd,1987.0,Unf,2,551,TA,TA,125,0,0,0,0,0,NA,NA,7,2006,Normal,176000,WD
697,6000,BrkSide,1Story,5,7,1921,1950,TA,TA,No,LwQ,616,Unf,0,0,616,616,0,616,0,0,1,0,2,TA,4,Detchd,1921.0,Unf,1,205,TA,TA,0,0,129,0,0,0,NA,NA,6,2006,Normal,89000,WD
698,6420,Edwards,1Story,5,7,1952,1952,Ex,Gd,Mn,LwQ,210,ALQ,551,219,980,1148,0,1148,0,1,1,0,2,TA,6,Detchd,1952.0,Unf,1,308,TA,TA,0,0,0,0,0,0,NA,NA,9,2006,Normal,123500,WD
699,8450,Sawyer,1Story,5,8,1965,2009,TA,TA,No,GLQ,553,BLQ,117,224,894,894,0,894,1,0,1,0,3,TA,5,Detchd,1973.0,Unf,1,336,TA,TA,416,144,0,0,0,0,NA,MnPrv,4,2010,Normal,138500,WD
700,4282,Somerst,1Story,7,5,2004,2004,Gd,TA,Mn,GLQ,16,Unf,0,1375,1391,1391,0,1391,0,0,2,0,2,Gd,5,Attchd,2004.0,RFn,2,530,TA,TA,156,158,0,0,0,0,NA,NA,7,2008,Normal,196000,WD
701,14331,Timber,1Story,8,5,2002,2002,Ex,TA,Gd,GLQ,1274,Unf,0,526,1800,1800,0,1800,1,0,2,0,3,Gd,7,Attchd,2002.0,Fin,3,765,TA,TA,270,78,0,0,0,0,NA,NA,5,2006,Normal,312500,WD
702,9600,NWAmes,1Story,7,5,1969,1969,TA,TA,No,Unf,0,Unf,0,1164,1164,1164,0,1164,0,0,1,1,3,TA,6,Attchd,1969.0,Unf,2,528,TA,TA,0,0,0,0,0,0,NA,NA,7,2006,Normal,140000,COD
703,12438,StoneBr,2Story,8,5,2006,2006,Ex,Gd,No,Unf,0,Unf,0,1234,1234,1264,1312,2576,0,0,2,1,4,Ex,10,BuiltIn,2006.0,Fin,3,666,TA,TA,324,100,0,0,0,0,NA,NA,7,2006,Partial,361919,New
704,7630,OldTown,2Story,5,9,1900,1996,Gd,TA,No,Unf,0,Unf,0,360,360,1032,780,1812,0,0,2,0,4,Gd,8,Detchd,1999.0,Unf,2,672,TA,TA,344,0,40,0,0,0,NA,MnPrv,5,2010,Normal,140000,WD
705,8400,CollgCr,1Story,7,5,2004,2005,Gd,TA,Av,GLQ,712,Unf,0,761,1473,1484,0,1484,1,0,2,0,3,Gd,7,Attchd,2004.0,RFn,2,606,TA,TA,0,35,0,144,0,0,NA,NA,5,2010,Normal,213000,WD
706,5600,IDOTRR,2Story,4,5,1930,1950,NA,NA,NA,NA,0,NA,0,0,0,372,720,1092,0,0,2,0,3,Fa,7,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,NA,NA,7,2010,Normal,55000,WD
707,115149,ClearCr,1Story,7,5,1971,2002,Gd,TA,Gd,GLQ,1219,Unf,0,424,1643,1824,0,1824,1,0,2,0,2,Gd,5,Attchd,1971.0,Unf,2,739,TA,TA,380,48,0,0,0,0,NA,NA,6,2007,Normal,302000,WD
708,6240,NridgHt,1Story,8,5,2006,2006,Gd,TA,No,GLQ,863,Unf,0,461,1324,1324,0,1324,1,0,2,0,2,Gd,6,Attchd,2006.0,Fin,2,550,TA,TA,192,38,0,0,0,0,NA,NA,12,2009,Normal,254000,WD
709,9018,Gilbert,2Story,7,5,2007,2007,Gd,TA,Av,Unf,0,Unf,0,728,728,728,728,1456,0,0,2,1,3,Gd,8,Attchd,2007.0,Fin,2,400,TA,TA,100,24,0,0,0,0,NA,NA,7,2007,Partial,179540,New
710,7162,Sawyer,1Story,5,7,1966,1966,TA,TA,No,Unf,0,Unf,0,876,876,904,0,904,0,0,1,0,3,TA,6,Attchd,1966.0,Unf,1,408,TA,TA,0,0,0,0,0,0,NA,MnPrv,12,2008,Abnorml,109900,WD
711,4130,BrkSide,1Story,3,6,1935,2003,TA,TA,No,Unf,0,Unf,0,270,270,729,0,729,0,0,1,0,2,TA,5,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,NA,NA,7,2008,Normal,52000,WD
712,8712,IDOTRR,1.5Fin,4,7,1900,1950,TA,TA,Mn,Unf,0,Unf,0,859,859,859,319,1178,0,0,1,0,2,TA,7,Detchd,1964.0,RFn,1,384,TA,TA,68,0,98,0,0,0,NA,NA,1,2010,Abnorml,102776,WD
713,4671,StoneBr,1Story,8,5,1988,1989,Gd,TA,Mn,GLQ,767,Unf,0,461,1228,1228,0,1228,1,0,2,0,2,Gd,5,Attchd,1988.0,Fin,2,472,TA,TA,168,120,0,0,0,0,NA,NA,10,2008,Normal,189000,WD
714,9873,BrkSide,1Story,4,5,1970,1970,TA,TA,Av,ALQ,789,Unf,0,171,960,960,0,960,1,0,1,0,3,TA,6,Detchd,1970.0,Unf,2,576,TA,TA,0,288,0,0,0,0,NA,NA,5,2006,Normal,129000,WD
715,13517,Sawyer,2Story,6,8,1976,2005,TA,TA,No,GLQ,533,Unf,0,192,725,725,754,1479,0,0,2,1,3,Gd,6,Attchd,1976.0,RFn,2,475,TA,TA,0,44,0,0,0,0,NA,NA,3,2010,Normal,130500,WD
716,10140,NWAmes,1Story,6,5,1974,1974,Gd,TA,No,Unf,0,Unf,0,1064,1064,1350,0,1350,0,0,2,0,3,TA,7,Attchd,1974.0,RFn,2,478,TA,TA,0,0,0,0,0,0,NA,MnPrv,8,2009,Normal,165000,WD
717,10800,OldTown,2Story,7,8,1890,1998,TA,TA,No,Unf,0,Unf,0,718,718,1576,978,2554,0,0,1,1,3,TA,8,Detchd,1996.0,Unf,2,704,TA,TA,0,48,143,0,0,0,NA,NA,7,2007,Normal,159500,WD
718,10000,NWAmes,1Story,5,6,1973,2000,Gd,TA,No,BLQ,1084,Unf,0,92,1176,1178,0,1178,0,1,1,1,3,Gd,5,Attchd,1973.0,Unf,2,439,TA,TA,224,0,0,0,0,0,NA,MnPrv,11,2008,Normal,157000,WD
719,10542,NoRidge,2Story,7,5,1993,1994,Gd,TA,Gd,GLQ,1173,Unf,0,138,1311,1325,1093,2418,1,0,2,1,3,Gd,9,Attchd,1993.0,RFn,3,983,TA,TA,250,154,216,0,0,0,NA,NA,8,2008,Normal,341000,WD
720,9920,CollgCr,1Story,5,6,1969,1969,Gd,TA,Gd,ALQ,523,Unf,0,448,971,971,0,971,0,0,1,1,3,TA,5,Attchd,1969.0,Unf,1,300,TA,TA,0,0,0,0,0,0,NA,NA,5,2006,Normal,128500,WD
721,6563,StoneBr,1Story,8,5,1985,1985,Gd,TA,Gd,GLQ,1148,Unf,0,594,1742,1742,0,1742,1,0,2,0,2,Gd,5,Attchd,1985.0,RFn,2,564,TA,TA,114,28,234,0,0,0,NA,NA,12,2006,Normal,275000,WD
722,4426,CollgCr,1Story,6,5,2004,2004,Gd,TA,Av,GLQ,662,Unf,0,186,848,848,0,848,1,0,1,0,1,Gd,3,Attchd,2004.0,RFn,2,420,TA,TA,160,0,0,0,0,0,NA,NA,5,2010,Normal,143000,WD
723,8120,NAmes,1Story,4,7,1970,1970,TA,TA,No,ALQ,191,Unf,0,673,864,864,0,864,0,0,1,0,3,TA,5,Detchd,1994.0,Unf,2,463,TA,TA,0,0,0,0,0,0,NA,NA,7,2009,Normal,124500,WD
724,8172,Edwards,1.5Fin,4,6,1954,1972,TA,TA,No,Unf,0,Unf,0,941,941,997,473,1470,0,0,2,0,4,TA,7,Detchd,1958.0,Unf,1,548,TA,TA,0,0,0,0,156,0,NA,NA,5,2008,Normal,135000,WD
725,13286,Edwards,1Story,9,5,2007,2008,Ex,TA,No,GLQ,1234,Unf,0,464,1698,1698,0,1698,1,0,2,0,3,Ex,8,Attchd,2007.0,Fin,3,768,TA,TA,327,64,0,0,0,0,NA,NA,2,2009,Normal,320000,WD
726,6960,NAmes,1Story,4,6,1970,1970,TA,TA,No,ALQ,375,BLQ,239,250,864,864,0,864,0,0,1,0,3,Gd,5,Detchd,1989.0,Unf,2,660,TA,TA,96,0,0,0,0,0,NA,NA,11,2009,Normal,120500,WD
727,21695,Crawfor,1Story,6,9,1988,2007,Gd,TA,No,GLQ,808,Unf,0,72,880,1680,0,1680,1,0,2,0,3,Gd,5,Attchd,1988.0,Fin,2,540,TA,TA,292,44,0,182,0,0,NA,NA,12,2009,Normal,222000,WD
728,7314,CollgCr,1Story,7,5,2007,2007,Gd,TA,Av,GLQ,724,Unf,0,508,1232,1232,0,1232,1,0,2,0,2,Gd,6,Attchd,2007.0,RFn,2,632,TA,TA,132,0,0,0,0,0,NA,NA,2,2009,Normal,194500,WD
729,11475,NAmes,1Story,5,5,1958,1958,TA,TA,No,Unf,0,Unf,0,1584,1584,1776,0,1776,1,0,2,0,4,TA,9,Detchd,1968.0,Unf,3,888,TA,TA,0,25,0,0,0,0,NA,NA,7,2009,Abnorml,110000,COD
730,6240,IDOTRR,1.5Fin,4,5,1925,1950,TA,TA,No,BLQ,152,Unf,0,628,780,848,0,1208,0,0,1,0,2,TA,5,Detchd,1962.0,Unf,2,539,TA,TA,0,23,112,0,0,0,NA,NA,1,2009,Normal,103000,WD
731,5389,StoneBr,1Story,8,5,1995,1996,Gd,TA,No,GLQ,1180,Unf,0,415,1595,1616,0,1616,1,0,2,0,2,Gd,5,Attchd,1995.0,RFn,2,608,TA,TA,237,152,0,0,0,0,NA,NA,3,2010,Normal,236500,WD
732,9590,Timber,SLvl,7,5,2003,2003,Ex,TA,Av,GLQ,786,Unf,0,82,868,1146,0,1146,1,0,2,0,3,Gd,6,Attchd,2003.0,Fin,2,438,TA,TA,160,22,0,0,0,0,NA,NA,5,2007,Normal,187500,WD
733,11404,CollgCr,2Story,7,5,1998,1999,Gd,TA,Av,ALQ,252,Unf,0,901,1153,1153,878,2031,0,0,2,1,3,Gd,8,Attchd,1998.0,Fin,2,541,TA,TA,192,84,0,0,0,0,NA,NA,7,2008,Normal,222500,WD
734,10000,Sawyer,1Story,5,6,1961,1983,TA,TA,No,BLQ,594,Unf,0,270,864,1144,0,1144,1,0,1,0,3,TA,6,Attchd,1961.0,RFn,1,264,TA,TA,165,0,0,0,0,0,NA,GdWo,3,2009,Normal,131400,WD
735,8978,Sawyer,1Story,5,5,1968,1968,TA,TA,No,Unf,0,Unf,0,948,948,948,0,948,0,0,1,0,3,TA,6,Attchd,1968.0,Unf,1,300,TA,TA,147,0,0,0,0,0,NA,NA,5,2007,Family,108000,WD
736,10800,OldTown,2.5Unf,7,7,1914,1970,Gd,TA,Mn,Rec,390,Unf,0,490,880,880,888,1768,0,0,1,1,2,TA,6,Detchd,1914.0,Unf,2,320,TA,TA,0,341,0,0,0,0,NA,NA,10,2006,Normal,163000,WD
737,8544,NAmes,1Story,3,4,1950,1950,NA,NA,NA,NA,0,NA,0,0,0,1040,0,1040,0,0,2,0,2,TA,6,Detchd,1949.0,Unf,2,400,TA,TA,0,0,0,0,0,0,NA,NA,7,2006,Normal,93500,WD
738,10463,Gilbert,2Story,8,5,2005,2005,Gd,TA,No,Unf,0,Unf,0,893,893,901,900,1801,0,0,2,1,3,Gd,8,Attchd,2005.0,Fin,3,800,TA,TA,0,116,0,0,0,0,NA,NA,6,2006,Normal,239900,WD
739,10800,Edwards,1Story,5,5,1987,1988,Gd,Gd,Gd,GLQ,1200,Unf,0,0,1200,1200,0,1200,3,0,3,0,3,TA,5,NA,NA,NA,0,0,NA,NA,120,0,0,0,0,0,NA,NA,3,2009,Alloca,179000,WD
740,9313,CollgCr,2Story,7,5,2004,2004,Gd,TA,No,Unf,0,Unf,0,864,864,864,864,1728,0,0,2,1,3,Gd,7,Attchd,2004.0,RFn,2,572,TA,TA,187,56,0,0,0,0,NA,NA,4,2009,Normal,190000,WD
741,9600,OldTown,2Story,5,7,1910,2002,Fa,Fa,No,Unf,0,Unf,0,264,264,768,664,1432,0,0,2,0,2,TA,7,Detchd,1910.0,Unf,2,360,TA,Gd,270,0,112,0,0,0,NA,GdPrv,5,2007,Abnorml,132000,WD
742,6768,Sawyer,1Story,6,8,1961,1996,TA,TA,Mn,GLQ,832,Unf,0,80,912,912,0,912,1,1,1,0,3,Gd,5,Detchd,1962.0,Unf,1,288,TA,TA,168,0,0,0,0,0,NA,GdPrv,5,2008,Normal,142000,WD
743,8450,SawyerW,1Story,7,5,2000,2001,Gd,TA,No,Unf,0,Unf,0,1349,1349,1349,0,1349,0,0,2,0,3,TA,6,Attchd,2000.0,Unf,2,539,TA,TA,120,55,0,0,0,0,NA,GdPrv,12,2007,Normal,179000,WD
744,12886,Sawyer,SLvl,5,6,1963,1999,Gd,TA,Av,ALQ,444,Unf,0,76,520,1464,0,1464,0,1,2,0,3,TA,6,Attchd,1997.0,RFn,2,480,TA,TA,302,0,0,0,100,0,NA,NA,10,2009,Normal,175000,WD
745,5395,StoneBr,1Story,8,5,1993,1993,Gd,TA,No,GLQ,733,Unf,0,604,1337,1337,0,1337,1,0,2,0,2,Gd,5,Attchd,1993.0,RFn,2,462,TA,TA,96,0,70,168,0,0,NA,NA,10,2008,Normal,180000,WD
746,8963,NWAmes,2Story,8,9,1976,1996,TA,Gd,No,GLQ,575,ALQ,80,487,1142,1175,1540,2715,0,1,3,1,4,Gd,11,BuiltIn,1994.0,Fin,2,831,TA,TA,0,204,0,0,0,0,NA,NA,7,2008,Normal,299800,WD
747,8795,Gilbert,2Story,7,5,2000,2000,Gd,TA,No,GLQ,300,Unf,0,652,952,980,1276,2256,0,0,2,1,4,Gd,8,BuiltIn,2000.0,Fin,2,554,TA,TA,224,54,0,0,0,0,NA,NA,4,2009,Normal,236000,WD
748,11700,OldTown,2Story,7,7,1880,2003,TA,Fa,No,Unf,0,Unf,0,1240,1240,1320,1320,2640,0,0,1,1,4,Gd,8,Detchd,1950.0,Unf,4,864,TA,TA,181,0,386,0,0,0,NA,NA,5,2009,Normal,265979,WD
749,10593,NoRidge,1Story,7,5,1996,1996,Gd,TA,No,GLQ,919,Unf,0,801,1720,1720,0,1720,1,0,2,0,3,Gd,7,Attchd,1996.0,Fin,2,527,TA,TA,240,56,154,0,0,0,NA,NA,3,2010,Normal,260400,WD
750,8405,Edwards,1.5Fin,4,3,1945,1950,NA,NA,NA,NA,0,NA,0,0,0,1088,441,1529,0,0,2,0,4,TA,9,Detchd,1945.0,Unf,1,240,TA,TA,92,0,185,0,0,0,NA,NA,4,2009,Normal,98000,WD
751,8800,OldTown,1.5Fin,4,7,1910,2004,TA,Fa,No,Unf,0,Unf,0,576,576,792,348,1140,0,0,1,0,3,TA,7,NA,NA,NA,0,0,NA,NA,0,160,0,0,0,0,NA,NA,6,2010,Normal,96500,WD
752,7750,Gilbert,2Story,7,5,2003,2003,Gd,TA,No,Unf,0,Unf,0,660,660,660,660,1320,0,0,2,1,3,Gd,6,Attchd,2003.0,Fin,2,400,TA,TA,0,48,0,0,0,0,NA,NA,8,2007,Normal,162000,WD
753,9236,CollgCr,1Story,6,5,1997,1997,Gd,TA,Gd,GLQ,1200,Unf,0,279,1479,1494,0,1494,1,0,2,0,3,Gd,6,Attchd,1997.0,RFn,2,576,TA,TA,168,27,0,0,0,0,NA,NA,7,2006,Normal,217000,WD
754,10240,NridgHt,2Story,8,5,2005,2005,Gd,TA,Mn,Unf,0,Unf,0,1030,1030,1038,1060,2098,0,0,2,1,3,Ex,8,Attchd,2005.0,RFn,3,878,TA,TA,192,52,0,0,0,0,NA,NA,3,2006,Normal,275500,WD
755,7930,NAmes,1Story,6,8,1969,2005,TA,TA,No,GLQ,439,LwQ,472,115,1026,1026,0,1026,1,0,1,0,3,Gd,5,Detchd,1969.0,RFn,2,440,TA,TA,171,48,0,0,0,0,NA,NA,7,2009,Normal,156000,WD
756,3230,Somerst,2Story,6,5,1999,1999,Gd,TA,No,GLQ,381,Unf,0,348,729,742,729,1471,0,0,2,1,3,TA,6,Detchd,1999.0,Unf,2,440,TA,TA,0,24,0,0,0,0,NA,NA,3,2009,Normal,172500,WD
757,10769,CollgCr,2Story,8,5,2007,2007,Gd,TA,Av,GLQ,20,Unf,0,846,866,866,902,1768,0,0,2,1,3,Gd,7,Attchd,2007.0,RFn,2,578,TA,TA,144,105,0,0,0,0,NA,NA,4,2009,Normal,212000,WD
758,11616,Sawyer,2Story,6,5,1978,1978,TA,TA,Mn,Rec,438,Unf,0,234,672,672,714,1386,0,0,2,1,3,TA,6,Attchd,1978.0,Fin,2,440,TA,TA,335,0,0,0,0,0,NA,GdPrv,4,2010,Abnorml,158900,WD
759,2280,Somerst,2Story,7,5,1999,1999,Gd,TA,No,ALQ,549,Unf,0,195,744,757,744,1501,0,0,2,1,3,TA,6,Detchd,1999.0,Unf,2,440,TA,TA,0,0,0,0,0,0,NA,NA,8,2008,Normal,179400,WD
760,12257,NoRidge,2Story,8,5,1995,1995,Gd,TA,Av,LwQ,56,ALQ,64,1198,1318,1328,1203,2531,0,0,2,1,4,Gd,9,Attchd,1995.0,RFn,3,752,TA,TA,222,98,0,0,0,0,NA,NA,11,2007,Normal,290000,WD
761,9100,NAmes,1Story,6,6,1959,1959,TA,TA,No,Rec,612,Unf,0,252,864,864,0,864,0,0,1,0,2,TA,5,Detchd,2008.0,Unf,1,300,Ex,Ex,0,0,0,0,0,0,NA,NA,10,2009,Normal,127500,WD
762,6911,BrkSide,1Story,5,5,1924,1950,TA,TA,Mn,LwQ,405,Unf,0,740,1145,1301,0,1301,0,0,1,0,2,Fa,5,Detchd,1965.0,Unf,2,440,TA,TA,0,0,0,0,0,0,NA,NA,10,2009,Normal,100000,WD
763,8640,Somerst,2Story,7,5,2009,2009,Gd,TA,Mn,GLQ,24,Unf,0,732,756,764,783,1547,0,0,2,1,3,Gd,7,Attchd,2009.0,Unf,2,614,TA,TA,169,45,0,0,0,0,NA,NA,6,2010,Normal,215200,Con
764,9430,NoRidge,2Story,8,5,1999,1999,Gd,TA,Mn,GLQ,1163,Unf,0,89,1252,1268,1097,2365,1,0,2,1,3,Gd,8,Attchd,1999.0,RFn,3,856,TA,TA,0,128,0,0,180,0,NA,NA,7,2009,Normal,337000,WD
765,9549,Veenker,1Story,8,5,1995,1996,Gd,Gd,Av,LwQ,437,GLQ,1057,0,1494,1494,0,1494,1,0,1,1,2,Ex,6,Attchd,1995.0,Fin,2,481,TA,TA,0,30,0,0,216,0,NA,NA,4,2006,Normal,270000,WD
766,14587,Somerst,1Story,9,5,2008,2008,Gd,TA,No,Unf,0,Unf,0,1498,1498,1506,0,1506,0,0,2,0,2,Ex,6,Attchd,2008.0,Fin,2,592,TA,TA,0,174,0,0,0,0,NA,NA,8,2008,Partial,264132,New
767,10421,NWAmes,2Story,7,5,1988,1988,Gd,TA,No,GLQ,394,Unf,0,586,980,980,734,1714,0,0,2,1,3,TA,7,Attchd,1988.0,Unf,2,496,TA,TA,228,66,156,0,0,0,NA,MnPrv,3,2010,Normal,196500,WD
768,12508,Mitchel,1.5Fin,6,7,1940,1985,Gd,TA,Mn,ALQ,660,Unf,0,323,983,983,767,1750,1,0,2,0,4,TA,7,Attchd,1989.0,Unf,1,423,TA,TA,245,0,156,0,0,0,NA,NA,7,2008,Normal,160000,WD
769,9100,CollgCr,1Story,7,5,2004,2005,Gd,TA,No,GLQ,24,Unf,0,1836,1860,1836,0,1836,0,0,2,0,3,Gd,8,Attchd,2004.0,Fin,2,484,TA,TA,120,33,0,0,0,0,NA,NA,10,2006,Normal,216837,WD
770,53504,StoneBr,2Story,8,5,2003,2003,Gd,TA,Gd,ALQ,1416,Unf,0,234,1650,1690,1589,3279,1,0,3,1,4,Ex,12,BuiltIn,2003.0,Fin,3,841,TA,TA,503,36,0,0,210,0,NA,NA,6,2010,Normal,538000,WD
771,7252,Sawyer,SFoyer,5,5,1982,1982,Gd,TA,Av,GLQ,685,Unf,0,173,858,858,0,858,1,0,1,0,2,TA,5,Detchd,1983.0,Unf,2,576,TA,TA,120,0,0,0,0,0,NA,NA,4,2009,Normal,134900,WD
772,8877,Edwards,1Story,4,5,1951,1951,Fa,Fa,No,LwQ,836,Unf,0,0,836,1220,0,1220,0,0,1,0,2,TA,6,Detchd,1951.0,Unf,2,396,TA,TA,0,0,0,0,0,0,NA,NA,4,2006,Normal,102000,COD
773,7819,Edwards,SLvl,6,5,1976,1976,TA,TA,Av,ALQ,422,BLQ,127,480,1029,1117,0,1117,1,0,1,0,3,TA,6,Detchd,1976.0,Unf,2,672,TA,TA,144,0,0,0,0,0,NA,MnPrv,3,2010,Abnorml,107000,WD
774,10150,NAmes,1Story,5,5,1958,1958,TA,TA,No,Rec,456,Unf,0,456,912,912,0,912,0,0,1,0,2,TA,5,Attchd,1958.0,RFn,1,275,TA,TA,0,0,0,0,0,0,NA,NA,7,2007,Normal,114500,COD
775,14226,NridgHt,1Story,8,5,2006,2006,Gd,TA,Av,Unf,0,Unf,0,1935,1935,1973,0,1973,0,0,2,0,3,Gd,9,Attchd,2006.0,Fin,3,895,TA,TA,315,45,0,0,0,0,NA,NA,7,2007,Partial,395000,New
776,4500,Mitchel,1Story,6,5,1998,1998,Ex,TA,No,GLQ,866,Unf,0,338,1204,1204,0,1204,1,0,2,0,2,TA,5,Attchd,1998.0,Fin,2,412,TA,TA,0,247,0,0,0,0,NA,NA,6,2009,Normal,162000,WD
777,11210,CollgCr,1Story,7,5,2005,2006,Gd,TA,Av,GLQ,20,Unf,0,1594,1614,1614,0,1614,0,0,2,0,3,Gd,7,Attchd,2005.0,RFn,3,865,TA,TA,144,59,0,0,0,0,NA,NA,7,2006,Partial,221500,New
778,13350,Sawyer,1Story,5,5,1974,1974,TA,TA,No,ALQ,762,Unf,0,102,864,894,0,894,1,0,1,0,3,TA,5,Attchd,1974.0,Unf,2,440,TA,TA,241,0,0,0,0,0,NA,MnPrv,6,2006,Normal,142500,WD
779,8400,SawyerW,1Story,5,5,1977,1977,NA,NA,NA,NA,0,NA,0,0,0,2020,0,2020,0,0,2,0,4,TA,10,Detchd,1977.0,Unf,2,630,TA,TA,0,0,0,0,0,0,NA,NA,10,2007,Normal,144000,WD
780,10530,Mitchel,SFoyer,6,5,1977,1977,Gd,TA,Gd,GLQ,975,Unf,0,0,975,1004,0,1004,1,0,1,0,2,TA,4,Attchd,1977.0,Unf,2,504,TA,TA,0,0,0,0,0,0,NA,NA,5,2006,Normal,135000,WD
781,7875,Gilbert,1Story,7,5,1995,1996,Gd,Gd,No,Unf,0,Unf,0,1237,1237,1253,0,1253,0,0,2,0,3,TA,6,Attchd,1995.0,Fin,2,402,TA,TA,220,21,0,0,0,0,NA,NA,6,2007,Normal,176000,WD
782,7153,SawyerW,2Story,6,5,1992,1992,Gd,TA,No,ALQ,387,Unf,0,374,761,810,793,1603,0,0,2,1,3,Gd,7,Attchd,1992.0,RFn,2,484,TA,TA,0,124,0,0,0,0,NA,NA,7,2006,Normal,175900,WD
783,16285,CollgCr,1Story,7,5,2001,2002,Gd,TA,No,Unf,0,Unf,0,1413,1413,1430,0,1430,0,0,2,0,3,Gd,6,Attchd,2001.0,RFn,2,605,TA,TA,0,33,0,0,0,0,NA,NA,6,2009,Normal,187100,WD
784,9101,Mitchel,SFoyer,5,6,1978,1978,Gd,TA,Av,GLQ,1097,Unf,0,0,1097,1110,0,1110,1,0,1,0,1,Gd,4,Attchd,1978.0,Fin,2,602,TA,TA,303,30,0,0,0,0,NA,NA,7,2009,Normal,165500,WD
785,6300,OldTown,2.5Unf,6,6,1914,2001,TA,TA,No,Unf,0,Unf,0,742,742,742,742,1484,0,0,2,0,3,TA,9,NA,NA,NA,0,0,NA,NA,0,291,134,0,0,0,NA,NA,6,2008,Normal,128000,WD
786,9790,NWAmes,1Story,6,5,1967,1967,TA,TA,No,Rec,251,LwQ,630,491,1372,1342,0,1342,0,0,2,0,3,TA,7,Attchd,1967.0,Unf,2,457,TA,TA,0,0,0,0,197,0,NA,NA,9,2009,Normal,161500,WD
787,10800,OldTown,1.5Fin,5,6,1915,1950,Fa,TA,No,LwQ,686,Unf,0,0,686,966,686,1652,1,0,2,0,4,TA,7,Detchd,1961.0,Unf,1,416,TA,TA,0,0,196,0,0,0,NA,NA,6,2010,Normal,139000,WD
